cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_point_color,population,habitat,poisonous
undefined,scaly,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,path,1
undefined,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,wood,0
undefined,scaly,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,black,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,wood,0
flat,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,grey,False,foul,free,close,broad,grey,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,path,1
undefined,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,wood,0
undefined,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,wood,0
flat,scaly,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,solitary,wood,0
flat,fibrous,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,wood,0
undefined,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,wood,0
undefined,scaly,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,wood,0
undefined,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,grey,False,creosote,free,close,narrow,grey,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,1
flat,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,solitary,wood,0
flat,smooth,brown,False,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grass,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,wood,0
flat,scaly,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,0
flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,0
flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
undefined,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,brown,solitary,wood,0
flat,fibrous,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,black,solitary,wood,0
flat,fibrous,white,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grass,0
undefined,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,solitary,wood,0
flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
undefined,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,solitary,wood,0
flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,wood,0
undefined,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
undefined,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,white,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,wood,0
undefined,scaly,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,grey,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,wood,0
undefined,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,wood,0
flat,fibrous,grey,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,wood,0
undefined,fibrous,pink,False,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,1
undefined,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,wood,0
undefined,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,solitary,wood,0
flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,pink,partial,white,1,pendant,brown,several,wood,0
flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,wood,0
flat,smooth,brown,False,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grass,0
undefined,scaly,grey,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,solitary,wood,0
undefined,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,wood,0
undefined,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,wood,0
flat,fibrous,grey,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,grey,partial,white,1,pendant,brown,several,wood,0
undefined,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,brown,solitary,wood,0
